,output_text,vector, ,index,output_data_source
290,"دلم رميده شد و غافلم من درويش
که آن شکاری سرگشته را چه آمد پيش
چو بيد بر سر ايمان خويش می‌لرزم
که دل به دست کمان ابروييست کافرکيش
خيال حوصله بحر می‌پزد هيهات
چه‌هاست در سر اين قطره محال انديش
بنازم آن مژه شوخ عافيت کش را
که موج می‌زندش آب نوش بر سر نيش
ز آستين طبيبان هزار خون بچکد
گرم به تجربه دستی نهند بر دل ريش
به کوی ميکده گريان و سرفکنده روم
چرا که شرم همی‌آيدم ز حاصل خويش
نه عمر خضر بماند نه ملک اسکندر
نزاع بر سر دنيی دون مکن درويش
بدان کمر نرسد دست هر گدا حافظ
خزانه‌ای به کف آور ز گنج قارون بيش",[[0.00729116 0.00185678 0.00615818 ... 0.00790112 0.01024261 0.01389101]],,291,غزلیات حافظ
291,"ما آزموده‌ايم در اين شهر بخت خويش
بيرون کشيد بايد از اين ورطه رخت خويش
از بس که دست می‌گزم و آه می‌کشم
آتش زدم چو گل به تن لخت لخت خويش
دوشم ز بلبلی چه خوش آمد که می‌سرود
گل گوش پهن کرده ز شاخ درخت خويش
کای دل تو شاد باش که آن يار تندخو
بسيار تندروی نشيند ز بخت خويش
خواهی که سخت و سست جهان بر تو بگذرد
بگذر ز عهد سست و سخن‌های سخت خويش
وقت است کز فراق تو وز سوز اندرون
آتش درافکنم به همه رخت و پخت خويش
ای حافظ ار مراد ميسر شدی مدام
جمشيد نيز دور نماندی ز تخت خويش",[[0.00404707 0.00743777 0.00805913 ... 0.00375116 0.00162921 0.02476539]],,292,غزلیات حافظ
292,"قسم به حشمت و جاه و جلال شاه شجاع
که نيست با کسم از بهر مال و جاه نزاع
شراب خانگيم بس می مغانه بيار
حريف باده رسيد ای رفيق توبه وداع
خدای را به می‌ام شست و شوی خرقه کنيد
که من نمی‌شنوم بوی خير از اين اوضاع
ببين که رقص کنان می‌رود به ناله چنگ
کسی که رخصه نفرمودی استماع سماع
به عاشقان نظری کن به شکر اين نعمت
که من غلام مطيعم تو پادشاه مطاع
به فيض جرعه جام تو تشنه‌ايم ولی
نمی‌کنيم دليری نمی‌دهيم صداع
جبين و چهره حافظ خدا جدا مکناد
ز خاک بارگه کبريای شاه شجاع",[[0.00426376 0.01907537 0.00447329 ... 0.00612528 0.01243278 0.00933754]],,293,غزلیات حافظ
293,"بامدادان که ز خلوتگه کاخ ابداع
شمع خاور فکند بر همه اطراف شعاع
برکشد آينه از جيب افق چرخ و در آن
بنمايد رخ گيتی به هزاران انواع
در زوايای طربخانه جمشيد فلک
ارغنون ساز کند زهره به آهنگ سماع
چنگ در غلغله آيد که کجا شد منکر
جام در قهقهه آيد که کجا شد مناع
وضع دوران بنگر ساغر عشرت برگير
که به هر حالتی اين است بهين اوضاع
طره شاهد دنيی همه بند است و فريب
عارفان بر سر اين رشته نجويند نزاع
عمر خسرو طلب ار نفع جهان می‌خواهی
که وجوديست عطابخش کريم نفاع
مظهر لطف ازل روشنی چشم امل
جامع علم و عمل جان جهان شاه شجاع",[[0.01086717 0.01189278 0.00336253 ... 0.00900687 0.0091551  0.02040351]],,294,غزلیات حافظ
294,"در وفای عشق تو مشهور خوبانم چو شمع
شب نشين کوی سربازان و رندانم چو شمع
روز و شب خوابم نمی‌آيد به چشم غم پرست
بس که در بيماری هجر تو گريانم چو شمع
رشته صبرم به مقراض غمت ببريده شد
همچنان در آتش مهر تو سوزانم چو شمع
گر کميت اشک گلگونم نبودی گرم رو
کی شدی روشن به گيتی راز پنهانم چو شمع
در ميان آب و آتش همچنان سرگرم توست
اين دل زار نزار اشک بارانم چو شمع
در شب هجران مرا پروانه وصلی فرست
ور نه از دردت جهانی را بسوزانم چو شمع
بی جمال عالم آرای تو روزم چون شب است
با کمال عشق تو در عين نقصانم چو شمع
کوه صبرم نرم شد چون موم در دست غمت
تا در آب و آتش عشقت گدازانم چو شمع
همچو صبحم يک نفس باقيست با ديدار تو
چهره بنما دلبرا تا جان برافشانم چو شمع
سرفرازم کن شبی از وصل خود ای نازنين
تا منور گردد از ديدارت ايوانم چو شمع
آتش مهر تو را حافظ عجب در سر گرفت
آتش دل کی به آب ديده بنشانم چو شمع",[[0.00373595 0.01571123 0.01187272 ... 0.01194231 0.0077587  0.01827508]],,295,غزلیات حافظ
295,"سحر به بوی گلستان دمی شدم در باغ
که تا چو بلبل بی‌دل کنم علاج دماغ
به جلوه گل سوری نگاه می‌کردم
که بود در شب تيره به روشنی چو چراغ
چنان به حسن و جوانی خويشتن مغرور
که داشت از دل بلبل هزار گونه فراغ
گشاده نرگس رعنا ز حسرت آب از چشم
نهاده لاله ز سودا به جان و دل صد داغ
زبان کشيده چو تيغی به سرزنش سوسن
دهان گشاده شقايق چو مردم ايغاغ
يکی چو باده پرستان صراحی اندر دست
يکی چو ساقی مستان به کف گرفته اياغ
نشاط و عيش و جوانی چو گل غنيمت دان
که حافظا نبود بر رسول غير بلاغ",[[0.00322941 0.00053548 0.00598488 ... 0.01454644 0.00350818 0.02596551]],,296,غزلیات حافظ
296,"طالع اگر مدد دهد دامنش آورم به کف
گر بکشم زهی طرب ور بکشد زهی شرف
طرف کرم ز کس نبست اين دل پراميد من
گر چه سخن همی‌برد قصه من به هر طرف
از خم ابروی توام هيچ گشايشی نشد
وه که در اين خيال کج عمر عزيز شد تلف
ابروی دوست کی شود دست کش خيال من
کس نزده‌ست از اين کمان تير مراد بر هدف
چند به ناز پرورم مهر بتان سنگ دل
ياد پدر نمی‌کنند اين پسران ناخلف
من به خيال زاهدی گوشه نشين و طرفه آنک
مغبچه‌ای ز هر طرف می‌زندم به چنگ و دف
بی خبرند زاهدان نقش بخوان و لا تقل
مست رياست محتسب باده بده و لا تخف
صوفی شهر بين که چون لقمه شبهه می‌خورد
پاردمش دراز باد آن حيوان خوش علف
حافظ اگر قدم زنی در ره خاندان به صدق
بدرقه رهت شود همت شحنه نجف",[[0.00689986 0.02363165 0.00494899 ... 0.01001406 0.00801983 0.02011333]],,297,غزلیات حافظ
297,"زبان خامه ندارد سر بيان فراق
وگرنه شرح دهم با تو داستان فراق
دريغ مدت عمرم که بر اميد وصال
به سر رسيد و نيامد به سر زمان فراق
سری که بر سر گردون به فخر می‌سودم
به راستان که نهادم بر آستان فراق
چگونه باز کنم بال در هوای وصال
که ريخت مرغ دلم پر در آشيان فراق
کنون چه چاره که در بحر غم به گردابی
فتاد زورق صبرم ز بادبان فراق
بسی نماند که کشتی عمر غرقه شود
ز موج شوق تو در بحر بی‌کران فراق
اگر به دست من افتد فراق را بکشم
که روز هجر سيه باد و خان و مان فراق
رفيق خيل خياليم و همنشين شکيب
قرين آتش هجران و هم قران فراق
چگونه دعوی وصلت کنم به جان که شده‌ست
تنم وکيل قضا و دلم ضمان فراق
ز سوز شوق دلم شد کباب دور از يار
مدام خون جگر می‌خورم ز خوان فراق
فلک چو ديد سرم را اسير چنبر عشق
ببست گردن صبرم به ريسمان فراق
به پای شوق گر اين ره به سر شدی حافظ
به دست هجر ندادی کسی عنان فراق",[[0.00926362 0.0023415  0.01598785 ... 0.01272198 0.01240162 0.01610702]],,298,غزلیات حافظ
298,"مقام امن و می بی‌غش و رفيق شفيق
گرت مدام ميسر شود زهی توفيق
جهان و کار جهان جمله هيچ بر هيچ است
هزار بار من اين نکته کرده‌ام تحقيق
دريغ و درد که تا اين زمان ندانستم
که کيميای سعادت رفيق بود رفيق
به ممنی رو و فرصت شمر غنيمت وقت
که در کمينگه عمرند قاطعان طريق
بيا که توبه ز لعل نگار و خنده جام
حکايتيست که عقلش نمی‌کند تصديق
اگر چه موی ميانت به چون منی نرسد
خوش است خاطرم از فکر اين خيال دقيق
حلاوتی که تو را در چه زنخدان است
به کنه آن نرسد صد هزار فکر عميق
اگر به رنگ عقيقی شد اشک من چه عجب
که مهر خاتم لعل تو هست همچو عقيق
به خنده گفت که حافظ غلام طبع توام
ببين که تا به چه حدم همی‌کند تحميق",[[0.00713125 0.01104919 0.00254016 ... 0.01763438 0.01566279 0.03211255]],,299,غزلیات حافظ
299,"اگر شراب خوری جرعه‌ای فشان بر خاک
از آن گناه که نفعی رسد به غير چه باک
برو به هر چه تو داری بخور دريغ مخور
که بی‌دريغ زند روزگار تيغ هلاک
به خاک پای تو ای سرو نازپرور من
که روز واقعه پا وامگيرم از سر خاک
چه دوزخی چه بهشتی چه آدمی چه پری
به مذهب همه کفر طريقت است امساک
مهندس فلکی راه دير شش جهتی
چنان ببست که ره نيست زير دير مغاک
فريب دختر رز طرفه می‌زند ره عقل
مباد تا به قيامت خراب طارم تاک
به راه ميکده حافظ خوش از جهان رفتی
دعای اهل دلت باد مونس دل پاک",[[0.02149826 0.04124789 0.00374796 ... 0.01246257 0.0132575  0.02117704]],,300,غزلیات حافظ
